,filename,token1,channel,i,trap,Organism,Term_Source,Term_Accession,Strain,Genotype,Imagetype,Investigation,Study,Assay
571,img_000000002_03-GFPdouble_002_trap_028.tif,2,03-GFPdouble,2,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I0,raw,I2,S1,A4
572,img_000000002_03-GFPdouble_002_trap_031.tif,2,03-GFPdouble,2,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X2,raw,I2,S0,A1
573,img_000000002_03-GFPdouble_002_trap_033.tif,2,03-GFPdouble,2,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X1,raw,I2,S0,A2
574,img_000000002_03-GFPdouble_002_trap_035.tif,2,03-GFPdouble,2,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I1,raw,I2,S0,A6
575,img_000000002_03-GFPdouble_002_trap_037.tif,2,03-GFPdouble,2,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D2,derived,I2,S0,A8
576,img_000000002_04-RFPdouble_000_trap_000.tif,2,04-RFPdouble,0,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X2,derived,I1,S1,A3
577,img_000000002_04-RFPdouble_000_trap_002.tif,2,04-RFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I0,derived,I3,S0,A0
578,img_000000002_04-RFPdouble_000_trap_003.tif,2,04-RFPdouble,0,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X1,derived,I2,S1,A3
579,img_000000002_04-RFPdouble_000_trap_006.tif,2,04-RFPdouble,0,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I1,raw,I2,S0,A8
580,img_000000002_04-RFPdouble_000_trap_007.tif,2,04-RFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D0,raw,I2,S2,A6
581,img_000000002_04-RFPdouble_000_trap_008.tif,2,04-RFPdouble,0,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D1,raw,I2,S1,A3
582,img_000000002_04-RFPdouble_000_trap_010.tif,2,04-RFPdouble,0,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X3,derived,I1,S0,A6
583,img_000000002_04-RFPdouble_000_trap_011.tif,2,04-RFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I3,derived,I2,S2,A9
584,img_000000002_04-RFPdouble_000_trap_012.tif,2,04-RFPdouble,0,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I0,raw,I3,S1,A4
585,img_000000002_04-RFPdouble_000_trap_013.tif,2,04-RFPdouble,0,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X3,derived,I3,S1,A4
586,img_000000002_04-RFPdouble_000_trap_014.tif,2,04-RFPdouble,0,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D2,derived,I1,S1,A4
587,img_000000002_04-RFPdouble_000_trap_016.tif,2,04-RFPdouble,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R1,raw,I2,S2,A6
588,img_000000002_04-RFPdouble_000_trap_017.tif,2,04-RFPdouble,0,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X3,derived,I3,S0,A9
589,img_000000002_04-RFPdouble_000_trap_018.tif,2,04-RFPdouble,0,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I0,raw,I1,S0,A5
590,img_000000002_04-RFPdouble_000_trap_020.tif,2,04-RFPdouble,0,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X3,raw,I3,S0,A4
591,img_000000002_04-RFPdouble_000_trap_022.tif,2,04-RFPdouble,0,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X0,derived,I2,S1,A8
592,img_000000002_04-RFPdouble_000_trap_023.tif,2,04-RFPdouble,0,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D2,derived,I1,S1,A3
593,img_000000002_04-RFPdouble_000_trap_024.tif,2,04-RFPdouble,0,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X3,raw,I3,S0,A8
594,img_000000002_04-RFPdouble_000_trap_025.tif,2,04-RFPdouble,0,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R3,derived,I3,S0,A0
595,img_000000002_04-RFPdouble_000_trap_028.tif,2,04-RFPdouble,0,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R2,raw,I3,S2,A2
596,img_000000002_04-RFPdouble_000_trap_031.tif,2,04-RFPdouble,0,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X2,derived,I1,S2,A8
597,img_000000002_04-RFPdouble_000_trap_033.tif,2,04-RFPdouble,0,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,D1,raw,I2,S2,A2
598,img_000000002_04-RFPdouble_000_trap_035.tif,2,04-RFPdouble,0,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R2,raw,I3,S1,A9
599,img_000000002_04-RFPdouble_000_trap_037.tif,2,04-RFPdouble,0,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X0,derived,I2,S2,A2
600,img_000000002_04-RFPdouble_001_trap_000.tif,2,04-RFPdouble,1,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D2,raw,I1,S1,A0
601,img_000000002_04-RFPdouble_001_trap_002.tif,2,04-RFPdouble,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X2,raw,I3,S1,A5
602,img_000000002_04-RFPdouble_001_trap_003.tif,2,04-RFPdouble,1,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,X3,raw,I2,S0,A1
603,img_000000002_04-RFPdouble_001_trap_006.tif,2,04-RFPdouble,1,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,X0,derived,I1,S1,A8
604,img_000000002_04-RFPdouble_001_trap_007.tif,2,04-RFPdouble,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X2,raw,I3,S1,A9
605,img_000000002_04-RFPdouble_001_trap_008.tif,2,04-RFPdouble,1,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D2,derived,I2,S2,A4
606,img_000000002_04-RFPdouble_001_trap_010.tif,2,04-RFPdouble,1,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D0,raw,I1,S0,A5
607,img_000000002_04-RFPdouble_001_trap_011.tif,2,04-RFPdouble,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,I0,derived,I2,S0,A3
608,img_000000002_04-RFPdouble_001_trap_012.tif,2,04-RFPdouble,1,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,D1,derived,I1,S1,A8
609,img_000000002_04-RFPdouble_001_trap_013.tif,2,04-RFPdouble,1,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X0,raw,I1,S1,A9
610,img_000000002_04-RFPdouble_001_trap_014.tif,2,04-RFPdouble,1,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D1,derived,I3,S0,A7
611,img_000000002_04-RFPdouble_001_trap_016.tif,2,04-RFPdouble,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R1,derived,I2,S0,A0
612,img_000000002_04-RFPdouble_001_trap_017.tif,2,04-RFPdouble,1,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X3,raw,I3,S0,A1
613,img_000000002_04-RFPdouble_001_trap_018.tif,2,04-RFPdouble,1,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D3,raw,I3,S1,A1
614,img_000000002_04-RFPdouble_001_trap_020.tif,2,04-RFPdouble,1,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R0,raw,I1,S2,A4
615,img_000000002_04-RFPdouble_001_trap_022.tif,2,04-RFPdouble,1,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X0,raw,I3,S1,A2
616,img_000000002_04-RFPdouble_001_trap_023.tif,2,04-RFPdouble,1,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I3,derived,I3,S2,A0
617,img_000000002_04-RFPdouble_001_trap_024.tif,2,04-RFPdouble,1,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R1,derived,I2,S1,A2
618,img_000000002_04-RFPdouble_001_trap_025.tif,2,04-RFPdouble,1,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D3,derived,I3,S0,A8
619,img_000000002_04-RFPdouble_001_trap_028.tif,2,04-RFPdouble,1,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X2,raw,I3,S2,A4
620,img_000000002_04-RFPdouble_001_trap_031.tif,2,04-RFPdouble,1,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,X2,derived,I2,S1,A5
621,img_000000002_04-RFPdouble_001_trap_033.tif,2,04-RFPdouble,1,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I3,raw,I1,S0,A5
622,img_000000002_04-RFPdouble_001_trap_035.tif,2,04-RFPdouble,1,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,I1,raw,I3,S0,A1
623,img_000000002_04-RFPdouble_001_trap_037.tif,2,04-RFPdouble,1,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I0,raw,I3,S2,A8
624,img_000000002_04-RFPdouble_002_trap_000.tif,2,04-RFPdouble,2,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,I0,derived,I1,S0,A8
625,img_000000002_04-RFPdouble_002_trap_002.tif,2,04-RFPdouble,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D0,raw,I2,S2,A1
626,img_000000002_04-RFPdouble_002_trap_003.tif,2,04-RFPdouble,2,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,I2,derived,I2,S0,A6
627,img_000000002_04-RFPdouble_002_trap_006.tif,2,04-RFPdouble,2,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R1,raw,I3,S2,A7
628,img_000000002_04-RFPdouble_002_trap_007.tif,2,04-RFPdouble,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,I1,derived,I2,S1,A5
629,img_000000002_04-RFPdouble_002_trap_008.tif,2,04-RFPdouble,2,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D0,raw,I2,S2,A7
630,img_000000002_04-RFPdouble_002_trap_010.tif,2,04-RFPdouble,2,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D0,raw,I3,S1,A2
631,img_000000002_04-RFPdouble_002_trap_011.tif,2,04-RFPdouble,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X1,derived,I2,S0,A5
632,img_000000002_04-RFPdouble_002_trap_012.tif,2,04-RFPdouble,2,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D2,raw,I3,S0,A2
633,img_000000002_04-RFPdouble_002_trap_013.tif,2,04-RFPdouble,2,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,D1,derived,I2,S0,A4
634,img_000000002_04-RFPdouble_002_trap_014.tif,2,04-RFPdouble,2,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I2,derived,I3,S1,A8
635,img_000000002_04-RFPdouble_002_trap_016.tif,2,04-RFPdouble,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X3,derived,I2,S2,A7
636,img_000000002_04-RFPdouble_002_trap_017.tif,2,04-RFPdouble,2,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D2,raw,I2,S0,A2
637,img_000000002_04-RFPdouble_002_trap_018.tif,2,04-RFPdouble,2,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I2,raw,I1,S0,A0
638,img_000000002_04-RFPdouble_002_trap_020.tif,2,04-RFPdouble,2,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R0,raw,I3,S1,A7
639,img_000000002_04-RFPdouble_002_trap_022.tif,2,04-RFPdouble,2,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X0,raw,I1,S2,A9
640,img_000000002_04-RFPdouble_002_trap_023.tif,2,04-RFPdouble,2,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D3,raw,I1,S0,A6
641,img_000000002_04-RFPdouble_002_trap_024.tif,2,04-RFPdouble,2,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I3,derived,I2,S0,A9
642,img_000000002_04-RFPdouble_002_trap_025.tif,2,04-RFPdouble,2,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I1,raw,I2,S1,A0
643,img_000000002_04-RFPdouble_002_trap_028.tif,2,04-RFPdouble,2,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X2,derived,I2,S1,A1
644,img_000000002_04-RFPdouble_002_trap_031.tif,2,04-RFPdouble,2,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,X0,raw,I3,S2,A3
645,img_000000002_04-RFPdouble_002_trap_033.tif,2,04-RFPdouble,2,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X2,raw,I1,S2,A7
646,img_000000002_04-RFPdouble_002_trap_035.tif,2,04-RFPdouble,2,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,X0,derived,I1,S1,A7
647,img_000000002_04-RFPdouble_002_trap_037.tif,2,04-RFPdouble,2,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R0,derived,I3,S1,A4
648,img_000000003_01-BF0_000_trap_000.tif,3,01-BF0,0,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,R1,raw,I1,S2,A1
649,img_000000003_01-BF0_000_trap_002.tif,3,01-BF0,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R3,raw,I2,S0,A7
650,img_000000003_01-BF0_000_trap_003.tif,3,01-BF0,0,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R3,raw,I3,S1,A5
651,img_000000003_01-BF0_000_trap_006.tif,3,01-BF0,0,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R3,raw,I1,S2,A8
652,img_000000003_01-BF0_000_trap_007.tif,3,01-BF0,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I3,derived,I3,S1,A9
653,img_000000003_01-BF0_000_trap_008.tif,3,01-BF0,0,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D2,derived,I1,S0,A9
654,img_000000003_01-BF0_000_trap_010.tif,3,01-BF0,0,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D1,raw,I2,S1,A2
655,img_000000003_01-BF0_000_trap_011.tif,3,01-BF0,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I3,raw,I2,S2,A1
656,img_000000003_01-BF0_000_trap_012.tif,3,01-BF0,0,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R2,raw,I2,S1,A9
657,img_000000003_01-BF0_000_trap_013.tif,3,01-BF0,0,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X3,raw,I2,S0,A7
658,img_000000003_01-BF0_000_trap_014.tif,3,01-BF0,0,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D0,raw,I3,S2,A1
659,img_000000003_01-BF0_000_trap_016.tif,3,01-BF0,0,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,I2,raw,I2,S0,A9
660,img_000000003_01-BF0_000_trap_017.tif,3,01-BF0,0,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X3,derived,I3,S2,A8
661,img_000000003_01-BF0_000_trap_018.tif,3,01-BF0,0,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I2,raw,I3,S1,A4
662,img_000000003_01-BF0_000_trap_020.tif,3,01-BF0,0,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R2,raw,I3,S1,A1
663,img_000000003_01-BF0_000_trap_022.tif,3,01-BF0,0,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,I1,derived,I3,S0,A1
664,img_000000003_01-BF0_000_trap_023.tif,3,01-BF0,0,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D0,raw,I3,S2,A7
665,img_000000003_01-BF0_000_trap_024.tif,3,01-BF0,0,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D2,raw,I1,S0,A9
666,img_000000003_01-BF0_000_trap_025.tif,3,01-BF0,0,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R3,derived,I1,S0,A1
667,img_000000003_01-BF0_000_trap_028.tif,3,01-BF0,0,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I3,derived,I3,S0,A9
668,img_000000003_01-BF0_000_trap_031.tif,3,01-BF0,0,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R2,raw,I1,S2,A8
669,img_000000003_01-BF0_000_trap_033.tif,3,01-BF0,0,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,D3,raw,I3,S2,A9
670,img_000000003_01-BF0_000_trap_035.tif,3,01-BF0,0,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,I2,raw,I1,S0,A9
671,img_000000003_01-BF0_000_trap_037.tif,3,01-BF0,0,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R0,raw,I1,S2,A5
672,img_000000003_01-BF0_001_trap_000.tif,3,01-BF0,1,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,X3,raw,I1,S1,A4
673,img_000000003_01-BF0_001_trap_002.tif,3,01-BF0,1,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I3,raw,I3,S1,A9
674,img_000000003_01-BF0_001_trap_003.tif,3,01-BF0,1,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R1,derived,I2,S1,A8
675,img_000000003_01-BF0_001_trap_006.tif,3,01-BF0,1,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,R3,derived,I2,S2,A9
676,img_000000003_01-BF0_001_trap_007.tif,3,01-BF0,1,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,R0,derived,I3,S0,A6
677,img_000000003_01-BF0_001_trap_008.tif,3,01-BF0,1,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,X0,derived,I1,S0,A9
678,img_000000003_01-BF0_001_trap_010.tif,3,01-BF0,1,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I0,derived,I2,S0,A9
679,img_000000003_01-BF0_001_trap_011.tif,3,01-BF0,1,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,D1,raw,I3,S1,A1
680,img_000000003_01-BF0_001_trap_012.tif,3,01-BF0,1,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,D1,derived,I3,S0,A9
681,img_000000003_01-BF0_001_trap_013.tif,3,01-BF0,1,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D1,raw,I3,S2,A5
682,img_000000003_01-BF0_001_trap_014.tif,3,01-BF0,1,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,D3,derived,I3,S2,A9
683,img_000000003_01-BF0_001_trap_016.tif,3,01-BF0,1,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D1,derived,I1,S2,A0
684,img_000000003_01-BF0_001_trap_017.tif,3,01-BF0,1,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,D1,derived,I1,S1,A0
685,img_000000003_01-BF0_001_trap_018.tif,3,01-BF0,1,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,X2,derived,I2,S2,A0
686,img_000000003_01-BF0_001_trap_020.tif,3,01-BF0,1,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,D1,derived,I1,S2,A7
687,img_000000003_01-BF0_001_trap_022.tif,3,01-BF0,1,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,R2,raw,I1,S0,A0
688,img_000000003_01-BF0_001_trap_023.tif,3,01-BF0,1,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D2,derived,I3,S1,A7
689,img_000000003_01-BF0_001_trap_024.tif,3,01-BF0,1,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,I0,derived,I1,S2,A5
690,img_000000003_01-BF0_001_trap_025.tif,3,01-BF0,1,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,D0,derived,I2,S0,A0
691,img_000000003_01-BF0_001_trap_028.tif,3,01-BF0,1,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R0,derived,I1,S1,A2
692,img_000000003_01-BF0_001_trap_031.tif,3,01-BF0,1,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I1,raw,I3,S1,A7
693,img_000000003_01-BF0_001_trap_033.tif,3,01-BF0,1,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X1,derived,I2,S0,A3
694,img_000000003_01-BF0_001_trap_035.tif,3,01-BF0,1,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,X1,raw,I2,S0,A0
695,img_000000003_01-BF0_001_trap_037.tif,3,01-BF0,1,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R2,raw,I2,S1,A7
696,img_000000003_01-BF0_002_trap_000.tif,3,01-BF0,2,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,D,I1,raw,I2,S0,A4
697,img_000000003_01-BF0_002_trap_002.tif,3,01-BF0,2,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,I2,raw,I1,S0,A3
698,img_000000003_01-BF0_002_trap_003.tif,3,01-BF0,2,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X1,raw,I3,S1,A1
699,img_000000003_01-BF0_002_trap_006.tif,3,01-BF0,2,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X1,raw,I2,S2,A0
700,img_000000003_01-BF0_002_trap_007.tif,3,01-BF0,2,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HH,D1,derived,I1,S0,A1
701,img_000000003_01-BF0_002_trap_008.tif,3,01-BF0,2,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D1,raw,I2,S2,A7
702,img_000000003_01-BF0_002_trap_010.tif,3,01-BF0,2,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,R1,derived,I3,S2,A2
703,img_000000003_01-BF0_002_trap_011.tif,3,01-BF0,2,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D1,raw,I1,S2,A2
704,img_000000003_01-BF0_002_trap_012.tif,3,01-BF0,2,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HB,R1,derived,I2,S2,A2
705,img_000000003_01-BF0_002_trap_013.tif,3,01-BF0,2,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,I1,raw,I1,S2,A8
706,img_000000003_01-BF0_002_trap_014.tif,3,01-BF0,2,14,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R1,derived,I2,S1,A1
707,img_000000003_01-BF0_002_trap_016.tif,3,01-BF0,2,16,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,I2,raw,I3,S0,A2
708,img_000000003_01-BF0_002_trap_017.tif,3,01-BF0,2,17,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I3,derived,I2,S1,A3
709,img_000000003_01-BF0_002_trap_018.tif,3,01-BF0,2,18,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,R2,raw,I2,S1,A3
710,img_000000003_01-BF0_002_trap_020.tif,3,01-BF0,2,20,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HL,R2,raw,I2,S0,A5
711,img_000000003_01-BF0_002_trap_022.tif,3,01-BF0,2,22,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,LG,X0,raw,I3,S1,A9
712,img_000000003_01-BF0_002_trap_023.tif,3,01-BF0,2,23,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X1,derived,I2,S1,A1
713,img_000000003_01-BF0_002_trap_024.tif,3,01-BF0,2,24,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,X0,derived,I1,S2,A0
714,img_000000003_01-BF0_002_trap_025.tif,3,01-BF0,2,25,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X1,raw,I3,S2,A0
715,img_000000003_01-BF0_002_trap_028.tif,3,01-BF0,2,28,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D1,derived,I2,S1,A9
716,img_000000003_01-BF0_002_trap_031.tif,3,01-BF0,2,31,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,STH,D0,raw,I1,S2,A1
717,img_000000003_01-BF0_002_trap_033.tif,3,01-BF0,2,33,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HGW,R1,raw,I2,S1,A8
718,img_000000003_01-BF0_002_trap_035.tif,3,01-BF0,2,35,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,X0,derived,I2,S0,A2
719,img_000000003_01-BF0_002_trap_037.tif,3,01-BF0,2,37,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D1,raw,I1,S0,A3
720,img_000000003_03-GFPdouble_000_trap_000.tif,3,03-GFPdouble,0,0,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HST,R1,derived,I2,S2,A3
721,img_000000003_03-GFPdouble_000_trap_002.tif,3,03-GFPdouble,0,2,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,I3,derived,I2,S0,A9
722,img_000000003_03-GFPdouble_000_trap_003.tif,3,03-GFPdouble,0,3,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,D1,raw,I2,S1,A1
723,img_000000003_03-GFPdouble_000_trap_006.tif,3,03-GFPdouble,0,6,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,X1,derived,I3,S1,A2
724,img_000000003_03-GFPdouble_000_trap_007.tif,3,03-GFPdouble,0,7,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,RDG,R2,raw,I3,S2,A1
725,img_000000003_03-GFPdouble_000_trap_008.tif,3,03-GFPdouble,0,8,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HRO,I3,raw,I3,S1,A0
726,img_000000003_03-GFPdouble_000_trap_010.tif,3,03-GFPdouble,0,10,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,X0,raw,I2,S1,A4
727,img_000000003_03-GFPdouble_000_trap_011.tif,3,03-GFPdouble,0,11,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,K,R3,derived,I2,S0,A1
728,img_000000003_03-GFPdouble_000_trap_012.tif,3,03-GFPdouble,0,12,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,HWI,D2,raw,I1,S0,A1
729,img_000000003_03-GFPdouble_000_trap_013.tif,3,03-GFPdouble,0,13,Oppidum hanseaticum,NCBI_Taxon,NCBI_0000,CPH,X0,derived,I1,S2,A1
